SEQENCE_ID                     TM SP PREDICTION
cgd7_2430-RA-p1                 0  0 o
cgd7_2440-RA-p1                 0  0 o
cgd7_2450-RA-p1                12  0 i21-38o58-79i91-110o116-139i151-169o203-224i257-278o293-311i318-342o348-373i385-407o413-434i
cgd7_2460-RA-p1                 3  0 i204-222o228-253i347-366o
cgd7_2470-RA-p1                 0  0 o
cgd7_2480-RA-p1                 4  0 i88-108o120-143i175-192o198-224i
cgd7_2483-RA-p1                 0  0 o
cgd7_2490-RA-p1                 0  0 o
cgd7_250-RA-p1                  0  0 o
cgd7_2500-RA-p1                 0  0 o
cgd7_2510-RA-p1                 6  0 o22-44i56-77o89-109i121-143o163-186i206-225o
cgd7_2513-RA-p1                 0  0 o
cgd7_2520-RA-p1                 4  0 o93-112i133-150o156-176i183-201o
cgd7_2530-RA-p1                 1  Y n9-19c26/27o2347-2364i
cgd7_2540-RA-p1                 0  0 i
cgd7_2550-RA-p1                 0  0 o
cgd7_2560-RA-p1                 0  0 o
cgd7_2570-RA-p1                 0  0 o
cgd7_2583-RA-p1                11  0 i12-37o57-83i235-253o259-280i289-310o316-337i349-376o382-403i410-430o436-453i504-523o
cgd7_2600-RA-p1                 0  0 o
cgd7_2610-RA-p1                 0  0 o
cgd7_2620-RA-p1                 0  Y n11-26c31/32o
cgd7_2630-RA-p1                 0  0 o
cgd7_2640-RA-p1                 0  0 o
cgd7_2650-RA-p1                 0  0 o
cgd7_2660-RA-p1                 0  0 o
cgd7_2670-RA-p1                 0  0 o
cgd7_2680-RA-p1                 0  0 o
cgd7_2690-RA-p1                 1  0 o12-30i
cgd7_270-RA-p1                  0  0 o
cgd7_2700-RA-p1                 0  0 o
cgd7_2710-RA-p1                 0  0 o
cgd7_2720-RA-p1                 1  0 o1470-1488i
cgd7_2730-RA-p1                 4  0 i86-113o125-142i199-221o227-251i
cgd7_2740-RA-p1                 0  Y n2-9c14/15o
cgd7_2750-RA-p1                 3  0 o518-534i652-670o676-697i
cgd7_2760-RA-p1                 6  0 o310-332i443-462o1621-1642i1844-1861o1867-1888i1895-1912o
cgd7_2770-RA-p1                 0  0 o
cgd7_2780-RA-p1                 0  0 o
cgd7_2790-RA-p1                 0  0 o
cgd7_280-RA-p1                  0  0 o
cgd7_2800-RA-p1                 0  0 o
cgd7_2810-RA-p1                 0  0 o
cgd7_2820-RA-p1                 0  0 o
cgd7_2830-RA-p1                 0  0 o
cgd7_2840-RA-p1                 0  0 i
cgd7_2850-RA-p1                 1  0 i21-40o
cgd7_2860-RA-p1                 0  0 o
cgd7_2870-RA-p1                 0  0 o
cgd7_2880-RA-p1                 0  0 o
cgd7_2890-RA-p1                 0  0 o
cgd7_290-RA-p1                  0  0 o
cgd7_2900-RA-p1                 0  0 o
cgd7_2910-RA-p1                 0  0 o
cgd7_2920-RA-p1                 0  0 o
cgd7_2930-RA-p1                 0  0 o
cgd7_2940-RA-p1                 0  0 o
cgd7_2950-RA-p1                 0  0 o
cgd7_2960-RA-p1                 0  0 i
cgd7_2970-RA-p1                 0  0 o
cgd7_2980-RA-p1                 0  0 o
cgd7_2990-RA-p1                 0  0 o
cgd7_30-RA-p1                   0  0 o
cgd7_300-RA-p1                  0  Y n8-18c23/24o
cgd7_3000-RA-p1                 0  0 o
cgd7_3010-RA-p1                 0  0 o
cgd7_3020-RA-p1                 7  0 i114-131o184-206i213-233o239-258i270-288o294-314i400-419o
cgd7_3030-RA-p1                 0  0 o
cgd7_3040-RA-p1                 0  0 o
cgd7_3050-RA-p1                 0  0 o
cgd7_3060-RA-p1                 1  0 o825-848i
cgd7_3070-RA-p1                 1  Y n7-18c23/24o203-228i
cgd7_3080-RA-p1                 0  0 o
cgd7_3090-RA-p1                 1  0 o310-330i
cgd7_310-RA-p1                  2  0 i341-359o371-388i
cgd7_3100-RA-p1                 0  0 o
cgd7_3110-RA-p1                 1  Y n2-17c22/23o363-382i
cgd7_3120-RA-p1                 0  0 o
cgd7_3130-RA-p1                 2  0 o56-74i353-379o
cgd7_3140-RA-p1                 0  0 o
cgd7_3150-RA-p1                 9  0 o6-22i34-54o74-99i120-141o147-174i410-431o459-480i501-521o550-568i
cgd7_3160-RA-p1                 7  0 o39-61i199-217o229-247i259-280o292-314i326-347o353-375i
cgd7_3170-RA-p1                 0  0 o
cgd7_3180-RA-p1                 0  0 o
cgd7_3190-RA-p1                 0  0 o
cgd7_320-RA-p1                  0  0 o
cgd7_3200-RA-p1                 4  0 i21-50o62-85i196-226o246-272i
cgd7_3210-RA-p1                 0  0 o
cgd7_3220-RA-p1                 1  0 o255-273i
cgd7_3230-RA-p1                 0  0 o
cgd7_3240-RA-p1                 0  0 o
cgd7_3250-RA-p1                 4  0 i41-62o119-139i146-167o179-198i
cgd7_3260-RA-p1                 0  0 o
cgd7_3270-RA-p1                 0  0 o
cgd7_3280-RA-p1                 0  0 o
cgd7_3290-RA-p1                 7  0 o20-43i334-354o366-390i397-415o463-483i490-511o531-549i
cgd7_330-RA-p1                  9  Y n15-26c31/32o225-250i299-322o334-354i366-384o404-423i455-476o496-522i529-553o573-599i
cgd7_3300-RA-p1                 8  0 i12-33o45-67i79-99o111-128i148-167o179-199i211-234o246-264i
cgd7_3310-RA-p1                 0  0 o
cgd7_3320-RA-p1                 0  0 o
cgd7_3330-RA-p1                 1  0 o261-282i
cgd7_3340-RA-p1                 4  0 i41-59o65-87i99-126o138-160i
cgd7_3350-RA-p1                 0  0 o
cgd7_3360-RA-p1                 0  0 o
cgd7_3370-RA-p1                 2  0 i9-26o285-303i
cgd7_3380-RA-p1                 1  0 o170-193i
cgd7_3390-RA-p1                 0  Y n3-14c20/21o
cgd7_340-RA-p1                  0  0 o
cgd7_3400-RA-p1                 0  Y n7-17c22/23o
cgd7_3410-RA-p1                 0  0 o
cgd7_3420-RA-p1                 0  0 i
cgd7_3430-RA-p1                 0  0 o
cgd7_3440-RA-p1                 1  0 o228-245i
cgd7_3450-RA-p1                12  0 i42-60o80-99i111-129o135-158i170-193o199-220i425-446o466-491i503-527o533-559i566-591o603-623i
cgd7_3460-RA-p1                 0  0 o
cgd7_3470-RA-p1                 2  0 o406-423i626-653o
cgd7_3480-RA-p1                 1  0 o490-508i
cgd7_3490-RA-p1                 0  0 o
cgd7_350-RA-p1                  0  0 o
cgd7_3500-RA-p1                 0  0 o
cgd7_3510-RA-p1                 0  0 o
cgd7_3513-RA-p1                 0  0 o
cgd7_353-RA-p1                  0  0 o
cgd7_3530-RA-p1                 0  0 o
cgd7_3540-RA-p1                 0  0 o
cgd7_3550-RA-p1                 0  0 o
cgd7_3560-RA-p1                 3  Y n7-15c20/21o91-115i127-147o153-173i
cgd7_3570-RA-p1                 0  0 o
cgd7_3573-RA-p1                 0  Y n4-15c19/20o
cgd7_3580-RA-p1                 0  0 o
cgd7_3590-RA-p1                 0  0 o
cgd7_360-RA-p1                  0  Y n7-18c23/24o
cgd7_3600-RA-p1                 0  0 o
cgd7_3610-RA-p1                 0  0 o
cgd7_3620-RA-p1                 0  0 o
cgd7_3630-RA-p1                 0  0 o
cgd7_3633-RA-p1                 0  0 o
cgd7_3640-RA-p1                 1  0 o478-494i
cgd7_3650-RA-p1                 0  0 o
cgd7_3660-RA-p1                 0  0 o
cgd7_3670-RA-p1                 0  Y n4-15c20/21o
cgd7_3680-RA-p1                 0  0 o
cgd7_3690-RA-p1                 0  0 o
cgd7_370-RA-p1                  0  0 o
cgd7_3700-RA-p1                 0  0 o
cgd7_3710-RA-p1                 0  0 o
cgd7_3720-RA-p1                 0  0 o
cgd7_3730-RA-p1                 3  0 o297-315i327-344o364-382i
cgd7_3740-RA-p1                 0  0 o
cgd7_3750-RA-p1                 0  0 o
cgd7_3760-RA-p1                 0  0 o
cgd7_3763-RA-p1                 0  0 o
cgd7_3770-RA-p1                 0  0 o
cgd7_3780-RA-p1                 0  0 o
cgd7_3790-RA-p1                 0  0 o
cgd7_380-RA-p1                  0  0 o
cgd7_3800-RA-p1                 1  0 i12-28o
cgd7_3810-RA-p1                 0  Y n16-26c30/31o
cgd7_3820-RA-p1                 1  Y n9-20c25/26o788-805i
cgd7_3830-RA-p1                 1  Y n3-15c21/22o286-305i
cgd7_3840-RA-p1                 1  0 i12-30o
cgd7_3850-RA-p1                 0  0 o
cgd7_3860-RA-p1                 0  Y n7-18c23/24o
cgd7_3870-RA-p1                 0  Y n20-31c36/37o
cgd7_3873-RA-p1                 0  0 o
cgd7_3880-RA-p1                 3  0 o22-43i94-116o217-241i
cgd7_3883-RA-p1                 0  Y n3-15c23/24o
cgd7_3890-RA-p1                 0  0 o
cgd7_390-RA-p1                  0  0 o
cgd7_3900-RA-p1                 0  0 o
cgd7_3910-RA-p1                 2  0 i230-250o455-474i
cgd7_3920-RA-p1                 0  0 o
cgd7_3930-RA-p1                 0  0 o
cgd7_3940-RA-p1                 0  0 o
cgd7_3950-RA-p1                 0  0 o
cgd7_3960-RA-p1                 0  0 o
cgd7_3970-RA-p1                 0  0 o
cgd7_3980-RA-p1                 0  0 o
cgd7_3990-RA-p1                 0  0 o
cgd7_40-RA-p1                   0  0 o
cgd7_400-RA-p1                  0  Y n7-16c20/21o
cgd7_4000-RA-p1                 0  0 o
cgd7_4010-RA-p1                 0  0 o
cgd7_4020-RA-p1                 1  Y n6-17c25/26o1863-1887i
cgd7_4030-RA-p1                 0  0 o
cgd7_4040-RA-p1                 2  0 o29-53i65-89o
cgd7_4050-RA-p1                 0  0 o
cgd7_4060-RA-p1                 0  0 o
cgd7_4070-RA-p1                 0  0 o
cgd7_4080-RA-p1                 0  Y n7-21c26/27o
cgd7_4090-RA-p1                 0  0 o
cgd7_4093-RA-p1                 0  0 i
cgd7_410-RA-p1                  0  0 o
cgd7_4100-RA-p1                 0  0 o
cgd7_4110-RA-p1                 0  0 o
cgd7_4120-RA-p1                 0  Y n4-16c21/22o
cgd7_4130-RA-p1                 0  0 o
cgd7_4140-RA-p1                 0  0 o
cgd7_4150-RA-p1                 0  0 o
cgd7_4160-RA-p1                 1  0 i20-43o
cgd7_4170-RA-p1                 4  0 i87-112o124-145i157-177o197-227i
cgd7_4180-RA-p1                 0  0 o
cgd7_4190-RA-p1                10  0 i64-82o94-113i267-287o299-328i861-882o894-911i932-958o1013-1031i1043-1065o1071-1095i
cgd7_420-RA-p1                  0  0 o
cgd7_4200-RA-p1                 0  0 o
cgd7_4210-RA-p1                 1  0 o46-68i
cgd7_4213-RA-p1                 2  0 o6-27i48-66o
cgd7_4220-RA-p1                 0  0 o
cgd7_4230-RA-p1                 0  0 o
cgd7_4240-RA-p1                 0  0 o
cgd7_4250-RA-p1                 0  0 o
cgd7_4260-RA-p1                 0  0 o
cgd7_4270-RA-p1                 0  0 o
cgd7_4280-RA-p1                 0  Y n4-14c19/20o
cgd7_4290-RA-p1                12  0 i50-74o94-114i126-144o150-167i188-206o218-243i270-291o311-334i355-376o388-409i421-442o462-489i
cgd7_430-RA-p1                  0  0 o
cgd7_4300-RA-p1                 0  0 o
cgd7_4310-RA-p1                 0  Y n7-15c20/21o
cgd7_4320-RA-p1                 1  0 i7-27o
cgd7_4330-RA-p1                 0  0 o
cgd7_4333-RA-p1                 1  0 i5-23o
cgd7_4340-RA-p1                 2  Y n8-19c26/27o2651-2668i3031-3051o
cgd7_4350-RA-p1                 0  0 o
cgd7_4360-RA-p1                 0  0 o
cgd7_4370-RA-p1                 0  0 o
cgd7_4380-RA-p1                 0  0 o
cgd7_4390-RA-p1                 0  0 o
cgd7_440-RA-p1                  0  0 o
cgd7_4400-RA-p1                 0  0 o
cgd7_4410-RA-p1                 0  0 o
cgd7_4420-RA-p1                 0  Y n7-19c24/25o
cgd7_4430-RA-p1                 0  Y n6-14c18/19o
cgd7_4440-RA-p1                 0  0 o
cgd7_4450-RA-p1                 0  0 o
cgd7_4460-RA-p1                 0  0 o
cgd7_4470-RA-p1                 0  0 o
cgd7_4480-RA-p1                 0  0 o
cgd7_4490-RA-p1                 0  Y n6-16c20/21o
cgd7_450-RA-p1                  7  0 o80-113i134-152o164-192i204-223o229-249i270-288o347-367i
cgd7_4500-RA-p1                 0  Y n3-14c22/23o
cgd7_4510-RA-p1                10  0 i138-161o215-232i319-338o344-362i423-446o452-474i1020-1039o1075-1096i1258-1283o1289-1309i
cgd7_4520-RA-p1                11  0 o135-156i168-190o202-219i314-332o338-360i406-435o447-466i835-860o872-893i1055-1076o1082-1102i
cgd7_4530-RA-p1                 2  0 o12-29i271-293o
cgd7_4540-RA-p1                 0  0 o
cgd7_4550-RA-p1                 0  0 o
cgd7_4560-RA-p1                 2  0 i12-30o2941-2963i
cgd7_4570-RA-p1                 0  0 o
cgd7_4580-RA-p1                 0  0 o
cgd7_4590-RA-p1                 0  0 o
cgd7_460-RA-p1                 13  0 o20-41i72-90o110-128i288-307o313-336i494-515o521-540i1050-1069o1081-1097i1118-1141o1174-1191i1203-1221o1259-1280i
cgd7_4600-RA-p1                 0  0 o
cgd7_4610-RA-p1                 0  0 o
cgd7_4620-RA-p1                 0  0 o
cgd7_4630-RA-p1                 0  0 i
cgd7_4640-RA-p1                 0  0 o
cgd7_4650-RA-p1                 1  0 i86-103o
cgd7_4660-RA-p1                 0  Y n10-21c29/30o
cgd7_4663-RA-p1                 0  0 o
cgd7_4670-RA-p1                 0  0 o
cgd7_4680-RA-p1                 0  Y n4-15c23/24o
cgd7_4690-RA-p1                 0  0 o
cgd7_470-RA-p1                  0  0 o
cgd7_4700-RA-p1                 2  0 i139-156o168-187i
cgd7_4710-RA-p1                 0  0 o
cgd7_4713-RA-p1                 0  0 o
cgd7_4720-RA-p1                 0  0 o
cgd7_4730-RA-p1                 0  0 o
cgd7_4740-RA-p1                 0  0 o
cgd7_4750-RA-p1                 0  0 o
cgd7_4760-RA-p1                 0  0 i
cgd7_4770-RA-p1                 0  0 o
cgd7_4780-RA-p1                 0  0 o
cgd7_4790-RA-p1                 0  0 o
cgd7_480-RA-p1                  0  0 o
cgd7_4800-RA-p1                11  0 i7-26o32-57i78-100o120-138i145-166o186-209i221-246o266-285i504-524o530-554i566-588o
cgd7_4810-RA-p1                 0  Y n10-17c22/23o
cgd7_4820-RA-p1                 1  Y n7-18c22/23o373-393i
cgd7_4830-RA-p1                 6  0 i152-171o191-209i280-301o307-324i706-725o731-749i
cgd7_4840-RA-p1                 0  0 o
cgd7_4850-RA-p1                 0  0 o
cgd7_4860-RA-p1                 3  0 o1328-1354i1375-1393o1413-1437i
cgd7_4870-RA-p1                 0  0 o
cgd7_4873-RA-p1                 0  0 o
cgd7_4880-RA-p1                 1  Y n4-16c21/22o300-325i
cgd7_4890-RA-p1                 0  Y n8-17c26/27o
cgd7_490-RA-p1                  0  0 o
cgd7_4900-RA-p1                 0  0 o
cgd7_4910-RA-p1                 3  0 o36-57i78-103o123-149i
cgd7_4920-RA-p1                10  0 o61-79i91-115o121-140i152-172o192-219i240-265o295-317i391-414o434-459i519-540o
cgd7_4933-RA-p1                 4  0 o6-22i125-144o150-173i193-212o
cgd7_4950-RA-p1                 0  0 o
cgd7_4960-RA-p1                 0  0 o
cgd7_4970-RA-p1                 0  0 o
cgd7_4980-RA-p1                 0  0 o
cgd7_4990-RA-p1                 0  0 o
cgd7_50-RA-p1                   2  0 i71-89o95-114i
cgd7_500-RA-p1                  0  0 o
cgd7_5000-RA-p1                 0  0 o
cgd7_5010-RA-p1                 0  0 o
cgd7_5020-RA-p1                 0  0 o
cgd7_503-RA-p1                  0  0 o
cgd7_5030-RA-p1                 0  0 o
cgd7_5040-RA-p1                 2  0 o732-751i803-825o
cgd7_5050-RA-p1                 0  0 o
cgd7_5060-RA-p1                 0  0 o
cgd7_5070-RA-p1                 0  0 o
cgd7_5080-RA-p1                 3  Y n4-16c21/22o568-589i610-629o635-654i
cgd7_5090-RA-p1                 0  0 o
cgd7_5100-RA-p1                 0  Y n7-18c25/26o
cgd7_5110-RA-p1                 0  0 o
cgd7_5120-RA-p1                 1  0 o20-47i
cgd7_5130-RA-p1                 0  0 o
cgd7_5140-RA-p1                 0  Y n4-14c19/20o
cgd7_5150-RA-p1                 0  Y n7-18c23/24o
cgd7_5160-RA-p1                 0  0 o
cgd7_5170-RA-p1                 0  0 o
cgd7_5180-RA-p1                 0  0 o
cgd7_5190-RA-p1                 0  0 o
cgd7_520-RA-p1                  0  0 o
cgd7_5200-RA-p1                 0  0 o
cgd7_5210-RA-p1                 0  0 o
cgd7_5220-RA-p1                 0  0 o
cgd7_5230-RA-p1                 0  0 o
cgd7_5240-RA-p1                 0  0 i
cgd7_5250-RA-p1                 0  0 o
cgd7_5253-RA-p1                 0  0 o
cgd7_5260-RA-p1                 0  0 o
cgd7_5270-RA-p1                 0  0 o
cgd7_5280-RA-p1                 0  0 o
cgd7_5290-RA-p1                 1  0 o6-23i
cgd7_530-RA-p1                  0  0 o
cgd7_5300-RA-p1                 0  0 o
cgd7_5310-RA-p1                 0  0 o
cgd7_5320-RA-p1                 0  0 o
cgd7_5330-RA-p1                 5  0 o6-29i49-71o126-148i160-180o186-206i
cgd7_5340-RA-p1                 0  0 o
cgd7_5350-RA-p1                 0  0 o
cgd7_5360-RA-p1                 0  0 o
cgd7_5370-RA-p1                 0  0 o
cgd7_5380-RA-p1                 0  0 o
cgd7_5390-RA-p1                 0  0 o
cgd7_540-RA-p1                  9  0 i5-23o88-111i132-150o156-173i253-275o326-347i359-383o395-415i427-448o
cgd7_5400-RA-p1                 1  Y n3-13c18/19o159-179i
cgd7_5410-RA-p1                 0  0 o
cgd7_5420-RA-p1                 0  0 o
cgd7_5430-RA-p1                 2  0 i487-510o522-540i
cgd7_5440-RA-p1                 1  0 o2538-2558i
cgd7_5450-RA-p1                 1  Y n3-11c16/17o108-130i
cgd7_5460-RA-p1                 0  0 o
cgd7_5470-RA-p1                 0  0 o
cgd7_5480-RA-p1                 2  0 o892-909i916-934o
cgd7_5490-RA-p1                 0  0 o
cgd7_550-RA-p1                 10  0 i21-41o47-68i88-106o112-132i139-155o161-180i200-218o234-254i266-286o292-313i
cgd7_5500-RA-p1                 0  Y n4-15c20/21o
cgd7_5510-RA-p1                 1  0 o12-30i
cgd7_5520-RA-p1                 0  0 o
cgd7_5530-RA-p1                 0  0 o
cgd7_560-RA-p1                  0  0 o
cgd7_570-RA-p1                  0  0 o
cgd7_580-RA-p1                  0  0 o
cgd7_583-RA-p1                  3  0 o359-377i389-409o452-471i
cgd7_60-RA-p1                   0  0 o
cgd7_610-RA-p1                  0  0 o
cgd7_613-RA-p1                  0  0 o
cgd7_620-RA-p1                  0  0 o
cgd7_630-RA-p1                  0  0 o
cgd7_640-RA-p1                  0  0 o
cgd7_650-RA-p1                  0  0 o
cgd7_660-RA-p1                  1  0 i77-96o
cgd7_670-RA-p1                  1  0 o289-308i
cgd7_680-RA-p1                  2  0 o24-51i317-337o
cgd7_690-RA-p1                  0  0 o
cgd7_70-RA-p1                   8  0 i33-56o68-87i94-115o121-138i150-170o215-236i243-265o294-313i
cgd7_700-RA-p1                  1  0 i146-169o
cgd7_710-RA-p1                  0  0 o
cgd7_720-RA-p1                  1  0 o339-357i
cgd7_730-RA-p1                  0  0 o
cgd7_740-RA-p1                  4  0 i98-116o128-145i856-876o1282-1302i
cgd7_750-RA-p1                  1  Y n8-17c22/23o331-352i
cgd7_753-RA-p1                  0  0 o
cgd7_770-RA-p1                  0  Y n21-31c36/37o
cgd7_780-RA-p1                  0  0 o
cgd7_790-RA-p1                  0  0 i
cgd7_80-RA-p1                   0  0 o
cgd7_800-RA-p1                  0  0 o
cgd7_810-RA-p1                  0  0 o
cgd7_820-RA-p1                  0  0 o
cgd7_830-RA-p1                  0  0 o
cgd7_840-RA-p1                  1  0 i108-129o
cgd7_850-RA-p1                 11  0 o397-417i429-450o462-480i501-524o530-553i905-932o1128-1145i1152-1173o1185-1206i1218-1242o1254-1277i
cgd7_860-RA-p1                  5  0 o1473-1490i2273-2292o2307-2325i2523-2541o2602-2622i
cgd7_870-RA-p1                  0  0 o
cgd7_880-RA-p1                  0  0 o
cgd7_890-RA-p1                  0  0 o
cgd7_90-RA-p1                   8  0 i176-200o255-274i286-308o342-364i580-607o627-644i651-670o682-711i
cgd7_900-RA-p1                  6  0 i66-84o113-131i193-211o409-429i441-465o471-493i
cgd7_910-RA-p1                  0  0 o
cgd7_920-RA-p1                  0  0 o
cgd7_930-RA-p1                  3  0 i12-28o34-63i416-441o
cgd7_940-RA-p1                  0  0 o
cgd7_950-RA-p1                 10  0 i34-56o76-97i118-140o146-168i175-196o248-266i286-307o362-381i413-435o441-459i
cgd7_960-RA-p1                  0  0 o
cgd7_970-RA-p1                  2  0 o398-418i756-771o
cgd7_980-RA-p1                  0  0 o
cgd7_990-RA-p1                  0  0 o
Cgd8_1200-RA-p1                 3  0 i202-221o298-316i485-507o
Cgd8_1390-RA-p1                 0  0 o
cgd8_10-RA-p1                   0  0 o
cgd8_100-RA-p1                  2  0 o780-800i862-882o
cgd8_1000-RA-p1                 1  0 o296-317i
cgd8_1010-RA-p1                 2  Y n7-18c26/27o36-57i122-144o
cgd8_1020-RA-p1                 0  0 o
cgd8_1030-RA-p1                 1  0 i21-40o
cgd8_1040-RA-p1                 0  0 o
cgd8_1050-RA-p1                 0  0 o
cgd8_1060-RA-p1                 0  0 o
cgd8_1070-RA-p1                 0  0 o
cgd8_1080-RA-p1                 0  0 o
cgd8_1090-RA-p1                 0  0 o
cgd8_110-RA-p1                  1  0 o41-64i
cgd8_1100-RA-p1                 0  0 o
cgd8_1110-RA-p1                 6  0 i29-49o61-79i100-117o123-141i153-175o181-202i
cgd8_1113-RA-p1                 0  0 o
cgd8_1120-RA-p1                 0  0 o
cgd8_1133-RA-p1                 0  0 o
cgd8_1143-RA-p1                 0  0 o
cgd8_1150-RA-p1                 0  0 o
cgd8_1160-RA-p1                 1  Y n4-15c23/24o501-519i
cgd8_1170-RA-p1                11  0 i12-30o36-55i104-132o138-161i168-187o217-239i251-272o292-314i376-394o400-420i440-461o
cgd8_1180-RA-p1                 0  0 o
cgd8_1190-RA-p1                 0  0 o
cgd8_120-RA-p1                  0  0 o
cgd8_1210-RA-p1                 2  0 i181-201o221-241i
cgd8_1220-RA-p1                 0  0 o
cgd8_1230-RA-p1                 0  0 o
cgd8_1240-RA-p1                 0  0 o
cgd8_1260-RA-p1                 0  0 o
cgd8_1270-RA-p1                 0  0 o
cgd8_1280-RA-p1                 0  0 i
cgd8_1290-RA-p1                11  0 i5-25o45-63i84-105o125-146i178-195o201-220i316-343o355-383i404-423o429-449i456-478o
cgd8_130-RA-p1                  0  0 o
cgd8_1300-RA-p1                 0  0 o
cgd8_1310-RA-p1                 2  0 o349-365i431-449o
cgd8_1320-RA-p1                 0  0 o
cgd8_1330-RA-p1                 1  0 i12-30o
cgd8_1340-RA-p1                 0  0 o
cgd8_1350-RA-p1                 0  0 o
cgd8_1360-RA-p1                 0  0 o
cgd8_1370-RA-p1                10  0 i106-128o134-156i185-206o212-229i236-253o259-279i299-323o329-351i363-384o390-409i
cgd8_1380-RA-p1                 0  0 o
cgd8_140-RA-p1                  0  0 o
cgd8_1400-RA-p1                 2  0 i21-49o61-83i
cgd8_1410-RA-p1                 0  0 o
cgd8_1420-RA-p1                 4  Y n7-19c24/25o450-469i578-595o846-868i888-907o
cgd8_1430-RA-p1                 0  0 o
cgd8_1433-RA-p1                 0  0 o
cgd8_1440-RA-p1                10  0 i15-36o48-70i90-108o114-132i139-156o162-184i196-216o236-257i264-284o290-308i
cgd8_1450-RA-p1                 0  0 o
cgd8_1460-RA-p1                 0  0 o
cgd8_1470-RA-p1                 0  0 i
cgd8_1480-RA-p1                 0  0 o
cgd8_1490-RA-p1                 0  0 o
cgd8_1490-RB-p1                 0  0 o
cgd8_1490-RC-p1                 0  0 i
cgd8_150-RA-p1                  0  Y n6-17c25/26o
cgd8_1500-RA-p1                 0  0 o
cgd8_1510-RA-p1                18  0 o267-286i293-313o340-369i418-436o551-569i581-600o625-647i802-826o951-969i981-1014o1102-1121i1142-1166o1232-1252i1264-1283o1289-1308i1425-1447o1453-1474i1495-1516o
cgd8_1520-RA-p1                 0  0 o
cgd8_1530-RA-p1                 0  0 o
cgd8_1540-RA-p1                 0  0 o
cgd8_1550-RA-p1                 0  0 o
cgd8_1560-RA-p1                 0  0 o
cgd8_1570-RA-p1                 0  0 o
cgd8_1580-RA-p1                 0  0 o
cgd8_1583-RA-p1                 0  0 o
cgd8_1590-RA-p1                 0  0 o
cgd8_160-RA-p1                  0  0 o
cgd8_1600-RA-p1                12  0 i148-165o185-204i216-235o241-263i275-294o306-324i593-616o628-648i660-679o685-707i728-752o758-777i
cgd8_1610-RA-p1                 0  0 o
cgd8_1620-RA-p1                 0  0 o
cgd8_1630-RA-p1                 0  0 o
cgd8_1640-RA-p1                 2  0 i119-152o172-205i
cgd8_1650-RA-p1                 0  0 o
cgd8_1660-RA-p1                 0  0 o
cgd8_1670-RA-p1                 0  0 o
cgd8_1680-RA-p1                 0  0 o
cgd8_1690-RA-p1                 0  0 o
cgd8_170-RA-p1                  0  0 o
cgd8_1700-RA-p1                 0  0 o
cgd8_1710-RA-p1                 5  Y n6-14c19/20o29-48i60-85o97-122i134-156o162-183i
cgd8_1720-RA-p1                 0  0 o
cgd8_1730-RA-p1                 0  0 o
cgd8_1740-RA-p1                 0  Y n8-19c27/28o
cgd8_1750-RA-p1                 1  Y n6-16c20/21o334-359i
cgd8_1760-RA-p1                 0  Y n3-13c18/19o
cgd8_1763-RA-p1                 1  0 o6-27i
cgd8_1770-RA-p1                 0  Y n5-18c23/24o
cgd8_1780-RA-p1                 0  Y n4-15c20/21o
cgd8_1790-RA-p1                 0  0 o
cgd8_180-RA-p1                  6  0 o630-650i772-792o1159-1176i1202-1219o1479-1496i1697-1719o
cgd8_1800-RA-p1                 0  Y n5-16c21/22o
cgd8_1810-RA-p1                 0  0 o
cgd8_1820-RA-p1                 0  0 o
cgd8_1830-RA-p1                 0  0 o
cgd8_1840-RA-p1                 0  0 o
cgd8_1850-RA-p1                 0  0 o
cgd8_1860-RA-p1                 0  0 o
cgd8_1870-RA-p1                 0  0 o
cgd8_1880-RA-p1                 0  0 o
cgd8_1890-RA-p1                 3  0 o384-406i418-437o457-476i
cgd8_1893-RA-p1                 5  0 o20-40i47-65o71-90i97-118o138-157i
cgd8_190-RA-p1                  0  0 o
cgd8_1900-RA-p1                 1  0 i114-135o
cgd8_1910-RA-p1                 0  0 o
cgd8_1920-RA-p1                 0  0 o
cgd8_193-RA-p1                  2  0 i35-55o61-84i
cgd8_1930-RA-p1                 0  0 o
cgd8_1940-RA-p1                 0  0 o
cgd8_1950-RA-p1                 0  0 o
cgd8_1950-RB-p1                 0  0 o
cgd8_1960-RA-p1                 0  0 o
cgd8_1970-RA-p1                 0  0 o
cgd8_1980-RA-p1                 0  0 o
cgd8_1990-RA-p1                 0  0 o
cgd8_20-RA-p1                   0  Y n9-20c28/29o
cgd8_200-RA-p1                  0  0 o
cgd8_2000-RA-p1                 0  0 o
cgd8_2010-RA-p1                 0  0 o
cgd8_2020-RA-p1                 0  0 o
cgd8_2030-RA-p1                 0  0 o
cgd8_2040-RA-p1                 0  0 o
cgd8_2050-RA-p1                 0  0 o
cgd8_2060-RA-p1                 2  Y n9-20c25/26o551-568i660-683o
cgd8_2070-RA-p1                 1  Y n8-22c27/28o767-792i
cgd8_2080-RA-p1                 0  0 o
cgd8_2090-RA-p1                11  0 o62-81i284-301o307-324i487-511o523-544i1241-1259o1271-1288i1309-1331o1363-1382i1394-1412o1432-1453i
cgd8_210-RA-p1                  0  0 o
cgd8_2100-RA-p1                 0  0 o
cgd8_2103-RA-p1                 0  0 o
cgd8_2110-RA-p1                 0  Y n8-17c22/23o
